_judge_id,task_id,mutation_type,dataset,recoverability,naturalness,lexical_compliance,semantic_preservation,formatting_compliance,underspec_compliance
828__LV,828,LV,mbpp,1.0,1.0,1.0,1.0,,
829__LV,829,LV,mbpp,1.0,1.0,1.0,1.0,,
830__LV,830,LV,mbpp,1.0,1.0,1.0,1.0,,
831__LV,831,LV,mbpp,1.0,1.0,1.0,1.0,,
832__LV,832,LV,mbpp,1.0,1.0,1.0,1.0,,
833__LV,833,LV,mbpp,1.0,1.0,1.0,1.0,,
834__LV,834,LV,mbpp,1.0,1.0,1.0,1.0,,
835__LV,835,LV,mbpp,1.0,1.0,1.0,1.0,,
836__LV,836,LV,mbpp,1.0,1.0,1.0,1.0,,
837__LV,837,LV,mbpp,1.0,1.0,1.0,1.0,,
838__LV,838,LV,mbpp,1.0,1.0,1.0,1.0,,
839__LV,839,LV,mbpp,1.0,1.0,1.0,1.0,,
840__LV,840,LV,mbpp,1.0,1.0,1.0,1.0,,
841__LV,841,LV,mbpp,1.0,1.0,1.0,1.0,,
842__LV,842,LV,mbpp,1.0,1.0,1.0,1.0,,
843__LV,843,LV,mbpp,1.0,1.0,1.0,1.0,,
844__LV,844,LV,mbpp,1.0,1.0,1.0,1.0,,
845__LV,845,LV,mbpp,1.0,1.0,1.0,1.0,,
846__LV,846,LV,mbpp,1.0,1.0,1.0,1.0,,
847__LV,847,LV,mbpp,1.0,1.0,1.0,1.0,,
848__LV,848,LV,mbpp,1.0,1.0,1.0,1.0,,
849__LV,849,LV,mbpp,1.0,1.0,1.0,1.0,,
850__LV,850,LV,mbpp,1.0,1.0,1.0,1.0,,
851__LV,851,LV,mbpp,1.0,1.0,1.0,1.0,,
852__LV,852,LV,mbpp,1.0,1.0,1.0,1.0,,
853__LV,853,LV,mbpp,1.0,1.0,1.0,1.0,,
854__LV,854,LV,mbpp,1.0,1.0,1.0,1.0,,
855__LV,855,LV,mbpp,1.0,1.0,1.0,1.0,,
856__LV,856,LV,mbpp,1.0,1.0,1.0,1.0,,
857__LV,857,LV,mbpp,1.0,1.0,1.0,1.0,,
858__LV,858,LV,mbpp,1.0,1.0,1.0,1.0,,
859__LV,859,LV,mbpp,1.0,1.0,1.0,0.0,,
860__LV,860,LV,mbpp,1.0,1.0,1.0,1.0,,
861__LV,861,LV,mbpp,1.0,1.0,1.0,1.0,,
862__LV,862,LV,mbpp,1.0,1.0,1.0,1.0,,
863__LV,863,LV,mbpp,1.0,1.0,1.0,1.0,,
864__LV,864,LV,mbpp,1.0,1.0,1.0,1.0,,
865__LV,865,LV,mbpp,1.0,1.0,1.0,1.0,,
866__LV,866,LV,mbpp,1.0,1.0,1.0,1.0,,
867__LV,867,LV,mbpp,1.0,1.0,1.0,1.0,,
868__LV,868,LV,mbpp,1.0,1.0,1.0,1.0,,
869__LV,869,LV,mbpp,0.0,1.0,1.0,0.0,,
870__LV,870,LV,mbpp,1.0,1.0,1.0,1.0,,
871__LV,871,LV,mbpp,0.0,1.0,1.0,0.0,,
872__LV,872,LV,mbpp,1.0,1.0,1.0,1.0,,
873__LV,873,LV,mbpp,1.0,1.0,1.0,1.0,,
874__LV,874,LV,mbpp,1.0,1.0,1.0,1.0,,
875__LV,875,LV,mbpp,1.0,1.0,1.0,1.0,,
876__LV,876,LV,mbpp,1.0,1.0,1.0,1.0,,
877__LV,877,LV,mbpp,1.0,1.0,1.0,1.0,,
878__LV,878,LV,mbpp,1.0,1.0,1.0,1.0,,
879__LV,879,LV,mbpp,1.0,1.0,1.0,1.0,,
880__LV,880,LV,mbpp,1.0,1.0,1.0,1.0,,
881__LV,881,LV,mbpp,1.0,1.0,1.0,1.0,,
882__LV,882,LV,mbpp,1.0,1.0,1.0,1.0,,
883__LV,883,LV,mbpp,1.0,1.0,1.0,1.0,,
884__LV,884,LV,mbpp,1.0,1.0,1.0,0.0,,
885__LV,885,LV,mbpp,0.0,1.0,1.0,0.0,,
886__LV,886,LV,mbpp,1.0,1.0,1.0,1.0,,
887__LV,887,LV,mbpp,1.0,1.0,1.0,1.0,,
888__LV,888,LV,mbpp,1.0,1.0,1.0,1.0,,
889__LV,889,LV,mbpp,1.0,1.0,1.0,1.0,,
890__LV,890,LV,mbpp,1.0,1.0,1.0,1.0,,
891__LV,891,LV,mbpp,1.0,1.0,1.0,1.0,,
892__LV,892,LV,mbpp,1.0,1.0,1.0,1.0,,
893__LV,893,LV,mbpp,1.0,1.0,1.0,1.0,,
894__LV,894,LV,mbpp,1.0,1.0,1.0,1.0,,
895__LV,895,LV,mbpp,1.0,1.0,1.0,1.0,,
896__LV,896,LV,mbpp,1.0,1.0,1.0,1.0,,
897__LV,897,LV,mbpp,1.0,1.0,1.0,1.0,,
898__LV,898,LV,mbpp,1.0,1.0,1.0,1.0,,
899__LV,899,LV,mbpp,1.0,1.0,1.0,1.0,,
900__LV,900,LV,mbpp,1.0,1.0,1.0,1.0,,
901__LV,901,LV,mbpp,1.0,1.0,1.0,1.0,,
902__LV,902,LV,mbpp,1.0,1.0,1.0,1.0,,
903__LV,903,LV,mbpp,1.0,1.0,1.0,1.0,,
904__LV,904,LV,mbpp,1.0,1.0,1.0,1.0,,
905__LV,905,LV,mbpp,1.0,1.0,1.0,1.0,,
906__LV,906,LV,mbpp,1.0,1.0,1.0,1.0,,
907__LV,907,LV,mbpp,1.0,1.0,1.0,1.0,,
908__LV,908,LV,mbpp,1.0,1.0,1.0,1.0,,
909__LV,909,LV,mbpp,1.0,1.0,1.0,1.0,,
910__LV,910,LV,mbpp,1.0,1.0,1.0,1.0,,
911__LV,911,LV,mbpp,1.0,1.0,1.0,1.0,,
912__LV,912,LV,mbpp,1.0,1.0,1.0,1.0,,
913__LV,913,LV,mbpp,1.0,1.0,1.0,1.0,,
914__LV,914,LV,mbpp,1.0,1.0,1.0,1.0,,
915__LV,915,LV,mbpp,1.0,1.0,1.0,1.0,,
916__LV,916,LV,mbpp,1.0,1.0,1.0,1.0,,
917__LV,917,LV,mbpp,1.0,1.0,1.0,1.0,,
918__LV,918,LV,mbpp,1.0,1.0,1.0,0.0,,
919__LV,919,LV,mbpp,1.0,1.0,1.0,1.0,,
920__LV,920,LV,mbpp,1.0,1.0,1.0,1.0,,
921__LV,921,LV,mbpp,1.0,1.0,1.0,0.0,,
922__LV,922,LV,mbpp,1.0,1.0,1.0,1.0,,
923__LV,923,LV,mbpp,1.0,1.0,1.0,1.0,,
924__LV,924,LV,mbpp,1.0,1.0,1.0,1.0,,
925__LV,925,LV,mbpp,1.0,1.0,1.0,1.0,,
926__LV,926,LV,mbpp,1.0,1.0,1.0,1.0,,
927__LV,927,LV,mbpp,1.0,1.0,1.0,0.0,,
928__LV,928,LV,mbpp,1.0,1.0,1.0,1.0,,
929__LV,929,LV,mbpp,1.0,1.0,1.0,1.0,,
930__LV,930,LV,mbpp,1.0,1.0,1.0,1.0,,
931__LV,931,LV,mbpp,1.0,1.0,1.0,1.0,,
932__LV,932,LV,mbpp,1.0,1.0,1.0,0.0,,
933__LV,933,LV,mbpp,1.0,1.0,1.0,1.0,,
934__LV,934,LV,mbpp,1.0,1.0,1.0,1.0,,
935__LV,935,LV,mbpp,1.0,1.0,1.0,1.0,,
936__LV,936,LV,mbpp,1.0,1.0,1.0,1.0,,
937__LV,937,LV,mbpp,1.0,1.0,1.0,1.0,,
938__LV,938,LV,mbpp,1.0,1.0,1.0,1.0,,
939__LV,939,LV,mbpp,1.0,1.0,1.0,1.0,,
940__LV,940,LV,mbpp,1.0,1.0,1.0,1.0,,
941__LV,941,LV,mbpp,1.0,1.0,1.0,1.0,,
942__LV,942,LV,mbpp,1.0,1.0,1.0,1.0,,
943__LV,943,LV,mbpp,1.0,1.0,1.0,1.0,,
944__LV,944,LV,mbpp,1.0,1.0,1.0,1.0,,
945__LV,945,LV,mbpp,1.0,1.0,1.0,1.0,,
946__LV,946,LV,mbpp,1.0,1.0,1.0,1.0,,
947__LV,947,LV,mbpp,1.0,1.0,1.0,1.0,,
948__LV,948,LV,mbpp,1.0,1.0,1.0,1.0,,
949__LV,949,LV,mbpp,1.0,1.0,1.0,0.0,,
950__LV,950,LV,mbpp,1.0,1.0,1.0,1.0,,
951__LV,951,LV,mbpp,1.0,1.0,1.0,1.0,,
952__LV,952,LV,mbpp,1.0,1.0,1.0,1.0,,
953__LV,953,LV,mbpp,1.0,1.0,1.0,1.0,,
954__LV,954,LV,mbpp,1.0,1.0,1.0,1.0,,
955__LV,955,LV,mbpp,1.0,1.0,1.0,1.0,,
956__LV,956,LV,mbpp,1.0,1.0,1.0,1.0,,
957__LV,957,LV,mbpp,1.0,1.0,1.0,1.0,,
958__LV,958,LV,mbpp,1.0,1.0,1.0,1.0,,
959__LV,959,LV,mbpp,1.0,1.0,1.0,1.0,,
960__LV,960,LV,mbpp,1.0,1.0,1.0,1.0,,
961__LV,961,LV,mbpp,1.0,1.0,1.0,1.0,,
962__LV,962,LV,mbpp,1.0,1.0,1.0,1.0,,
963__LV,963,LV,mbpp,1.0,1.0,1.0,1.0,,
964__LV,964,LV,mbpp,1.0,1.0,1.0,1.0,,
965__LV,965,LV,mbpp,1.0,1.0,1.0,1.0,,
966__LV,966,LV,mbpp,1.0,1.0,1.0,1.0,,
967__LV,967,LV,mbpp,1.0,1.0,1.0,1.0,,
968__LV,968,LV,mbpp,1.0,1.0,1.0,1.0,,
969__LV,969,LV,mbpp,1.0,1.0,1.0,1.0,,
970__LV,970,LV,mbpp,1.0,1.0,1.0,1.0,,
971__LV,971,LV,mbpp,1.0,1.0,1.0,1.0,,
972__LV,972,LV,mbpp,1.0,1.0,1.0,1.0,,
973__LV,973,LV,mbpp,1.0,1.0,1.0,1.0,,
974__LV,974,LV,mbpp,1.0,1.0,1.0,1.0,,
1__SF,1,SF,mbpp,0.0,1.0,,0.0,1.0,
2__SF,2,SF,mbpp,1.0,1.0,,1.0,1.0,
3__SF,3,SF,mbpp,1.0,1.0,,1.0,1.0,
4__SF,4,SF,mbpp,1.0,1.0,,1.0,1.0,
5__SF,5,SF,mbpp,1.0,1.0,,1.0,1.0,
6__SF,6,SF,mbpp,1.0,1.0,,1.0,1.0,
7__SF,7,SF,mbpp,1.0,1.0,,1.0,1.0,
8__SF,8,SF,mbpp,1.0,1.0,,1.0,1.0,
9__SF,9,SF,mbpp,1.0,1.0,,1.0,1.0,
10__SF,10,SF,mbpp,1.0,1.0,,1.0,1.0,
11__SF,11,SF,mbpp,1.0,1.0,,1.0,1.0,
12__SF,12,SF,mbpp,1.0,1.0,,1.0,1.0,
13__SF,13,SF,mbpp,1.0,1.0,,1.0,1.0,
14__SF,14,SF,mbpp,1.0,1.0,,1.0,1.0,
15__SF,15,SF,mbpp,1.0,1.0,,1.0,1.0,
16__SF,16,SF,mbpp,1.0,1.0,,0.0,1.0,
17__SF,17,SF,mbpp,1.0,1.0,,1.0,1.0,
18__SF,18,SF,mbpp,1.0,1.0,,1.0,1.0,
19__SF,19,SF,mbpp,1.0,1.0,,1.0,1.0,
20__SF,20,SF,mbpp,1.0,1.0,,1.0,1.0,
21__SF,21,SF,mbpp,1.0,1.0,,1.0,1.0,
22__SF,22,SF,mbpp,1.0,1.0,,1.0,1.0,
23__SF,23,SF,mbpp,1.0,1.0,,1.0,1.0,
24__SF,24,SF,mbpp,1.0,1.0,,1.0,1.0,
25__SF,25,SF,mbpp,1.0,1.0,,1.0,1.0,
26__SF,26,SF,mbpp,1.0,1.0,,1.0,1.0,
27__SF,27,SF,mbpp,1.0,1.0,,1.0,1.0,
28__SF,28,SF,mbpp,1.0,1.0,,1.0,1.0,
29__SF,29,SF,mbpp,1.0,1.0,,1.0,1.0,
30__SF,30,SF,mbpp,1.0,1.0,,1.0,1.0,
31__SF,31,SF,mbpp,1.0,1.0,,1.0,1.0,
32__SF,32,SF,mbpp,1.0,1.0,,1.0,1.0,
33__SF,33,SF,mbpp,1.0,1.0,,1.0,1.0,
34__SF,34,SF,mbpp,1.0,1.0,,1.0,1.0,
35__SF,35,SF,mbpp,1.0,1.0,,1.0,1.0,
36__SF,36,SF,mbpp,1.0,1.0,,1.0,1.0,
37__SF,37,SF,mbpp,1.0,1.0,,1.0,1.0,
38__SF,38,SF,mbpp,1.0,1.0,,1.0,1.0,
39__SF,39,SF,mbpp,1.0,1.0,,1.0,1.0,
40__SF,40,SF,mbpp,1.0,1.0,,1.0,1.0,
41__SF,41,SF,mbpp,1.0,1.0,,1.0,1.0,
42__SF,42,SF,mbpp,1.0,1.0,,1.0,1.0,
43__SF,43,SF,mbpp,1.0,1.0,,1.0,1.0,
44__SF,44,SF,mbpp,1.0,1.0,,1.0,1.0,
45__SF,45,SF,mbpp,1.0,1.0,,1.0,1.0,
46__SF,46,SF,mbpp,1.0,1.0,,1.0,1.0,
47__SF,47,SF,mbpp,1.0,1.0,,1.0,1.0,
48__SF,48,SF,mbpp,1.0,1.0,,1.0,1.0,
49__SF,49,SF,mbpp,1.0,1.0,,1.0,1.0,
50__SF,50,SF,mbpp,1.0,1.0,,1.0,1.0,
51__SF,51,SF,mbpp,1.0,1.0,,1.0,1.0,
52__SF,52,SF,mbpp,1.0,1.0,,1.0,1.0,
53__SF,53,SF,mbpp,1.0,1.0,,1.0,1.0,
54__SF,54,SF,mbpp,1.0,1.0,,1.0,1.0,
55__SF,55,SF,mbpp,1.0,1.0,,1.0,1.0,
56__SF,56,SF,mbpp,1.0,1.0,,1.0,1.0,
57__SF,57,SF,mbpp,1.0,1.0,,1.0,1.0,
58__SF,58,SF,mbpp,1.0,1.0,,1.0,1.0,
59__SF,59,SF,mbpp,1.0,1.0,,1.0,1.0,
60__SF,60,SF,mbpp,1.0,1.0,,1.0,1.0,
61__SF,61,SF,mbpp,1.0,1.0,,1.0,1.0,
62__SF,62,SF,mbpp,1.0,1.0,,1.0,1.0,
63__SF,63,SF,mbpp,0.0,1.0,,0.0,1.0,
64__SF,64,SF,mbpp,1.0,1.0,,1.0,1.0,
65__SF,65,SF,mbpp,1.0,1.0,,0.0,1.0,
66__SF,66,SF,mbpp,1.0,1.0,,1.0,1.0,
67__SF,67,SF,mbpp,1.0,1.0,,1.0,1.0,
68__SF,68,SF,mbpp,1.0,1.0,,1.0,1.0,
69__SF,69,SF,mbpp,0.0,1.0,,0.0,1.0,
70__SF,70,SF,mbpp,1.0,1.0,,1.0,1.0,
71__SF,71,SF,mbpp,0.0,1.0,,0.0,1.0,
72__SF,72,SF,mbpp,1.0,1.0,,1.0,1.0,
73__SF,73,SF,mbpp,1.0,1.0,,1.0,1.0,
74__SF,74,SF,mbpp,1.0,1.0,,1.0,1.0,
75__SF,75,SF,mbpp,1.0,1.0,,1.0,1.0,
76__SF,76,SF,mbpp,1.0,1.0,,1.0,1.0,
77__SF,77,SF,mbpp,1.0,1.0,,1.0,1.0,
78__SF,78,SF,mbpp,1.0,1.0,,1.0,1.0,
79__SF,79,SF,mbpp,1.0,1.0,,1.0,1.0,
80__SF,80,SF,mbpp,1.0,1.0,,1.0,1.0,
81__SF,81,SF,mbpp,1.0,1.0,,0.0,1.0,
82__SF,82,SF,mbpp,1.0,1.0,,1.0,1.0,
83__SF,83,SF,mbpp,1.0,1.0,,1.0,1.0,
84__SF,84,SF,mbpp,1.0,1.0,,0.0,1.0,
85__SF,85,SF,mbpp,1.0,1.0,,1.0,1.0,
86__SF,86,SF,mbpp,1.0,1.0,,1.0,1.0,
87__SF,87,SF,mbpp,1.0,1.0,,1.0,1.0,
88__SF,88,SF,mbpp,1.0,1.0,,1.0,1.0,
89__SF,89,SF,mbpp,1.0,1.0,,1.0,1.0,
90__SF,90,SF,mbpp,1.0,1.0,,0.0,1.0,
91__SF,91,SF,mbpp,1.0,1.0,,1.0,1.0,
92__SF,92,SF,mbpp,1.0,1.0,,1.0,1.0,
93__SF,93,SF,mbpp,1.0,1.0,,1.0,1.0,
94__SF,94,SF,mbpp,1.0,1.0,,1.0,1.0,
95__SF,95,SF,mbpp,1.0,1.0,,1.0,1.0,
96__SF,96,SF,mbpp,1.0,1.0,,1.0,1.0,
97__SF,97,SF,mbpp,1.0,1.0,,1.0,1.0,
98__SF,98,SF,mbpp,1.0,1.0,,1.0,1.0,
99__SF,99,SF,mbpp,1.0,1.0,,0.0,1.0,
100__SF,100,SF,mbpp,1.0,1.0,,1.0,1.0,
101__SF,101,SF,mbpp,1.0,1.0,,1.0,1.0,
102__SF,102,SF,mbpp,0.0,1.0,,0.0,1.0,
103__SF,103,SF,mbpp,1.0,1.0,,1.0,1.0,
104__SF,104,SF,mbpp,1.0,1.0,,1.0,1.0,
105__SF,105,SF,mbpp,1.0,1.0,,1.0,1.0,
106__SF,106,SF,mbpp,1.0,1.0,,1.0,1.0,
107__SF,107,SF,mbpp,1.0,1.0,,1.0,1.0,
108__SF,108,SF,mbpp,1.0,1.0,,1.0,1.0,
109__SF,109,SF,mbpp,1.0,1.0,,1.0,1.0,
110__SF,110,SF,mbpp,1.0,1.0,,1.0,1.0,
111__SF,111,SF,mbpp,1.0,1.0,,1.0,1.0,
112__SF,112,SF,mbpp,1.0,1.0,,1.0,1.0,
113__SF,113,SF,mbpp,1.0,1.0,,1.0,1.0,
114__SF,114,SF,mbpp,1.0,1.0,,1.0,1.0,
115__SF,115,SF,mbpp,1.0,1.0,,1.0,1.0,
116__SF,116,SF,mbpp,1.0,1.0,,1.0,1.0,
117__SF,117,SF,mbpp,0.0,1.0,,0.0,1.0,
118__SF,118,SF,mbpp,1.0,1.0,,1.0,1.0,
119__SF,119,SF,mbpp,1.0,1.0,,1.0,1.0,
120__SF,120,SF,mbpp,1.0,1.0,,1.0,1.0,
121__SF,121,SF,mbpp,1.0,1.0,,1.0,1.0,
122__SF,122,SF,mbpp,1.0,1.0,,1.0,1.0,
123__SF,123,SF,mbpp,1.0,1.0,,1.0,1.0,
124__SF,124,SF,mbpp,1.0,1.0,,1.0,1.0,
125__SF,125,SF,mbpp,1.0,1.0,,1.0,1.0,
126__SF,126,SF,mbpp,1.0,1.0,,1.0,1.0,
127__SF,127,SF,mbpp,1.0,1.0,,1.0,1.0,
128__SF,128,SF,mbpp,1.0,1.0,,0.0,1.0,
129__SF,129,SF,mbpp,1.0,1.0,,1.0,1.0,
130__SF,130,SF,mbpp,1.0,1.0,,1.0,1.0,
131__SF,131,SF,mbpp,1.0,1.0,,1.0,1.0,
132__SF,132,SF,mbpp,1.0,1.0,,1.0,1.0,
133__SF,133,SF,mbpp,1.0,1.0,,1.0,1.0,
134__SF,134,SF,mbpp,1.0,1.0,,1.0,1.0,
135__SF,135,SF,mbpp,1.0,1.0,,1.0,1.0,
136__SF,136,SF,mbpp,1.0,1.0,,1.0,1.0,
137__SF,137,SF,mbpp,1.0,1.0,,1.0,1.0,
138__SF,138,SF,mbpp,1.0,1.0,,1.0,1.0,
139__SF,139,SF,mbpp,1.0,1.0,,0.0,1.0,
140__SF,140,SF,mbpp,1.0,1.0,,1.0,1.0,
141__SF,141,SF,mbpp,1.0,1.0,,1.0,1.0,
142__SF,142,SF,mbpp,0.0,1.0,,1.0,1.0,
143__SF,143,SF,mbpp,1.0,1.0,,1.0,1.0,
144__SF,144,SF,mbpp,1.0,1.0,,1.0,1.0,
145__SF,145,SF,mbpp,1.0,1.0,,1.0,1.0,
146__SF,146,SF,mbpp,0.0,1.0,,0.0,1.0,
147__SF,147,SF,mbpp,1.0,1.0,,1.0,1.0,
148__SF,148,SF,mbpp,1.0,1.0,,1.0,1.0,
149__SF,149,SF,mbpp,1.0,1.0,,1.0,1.0,
150__SF,150,SF,mbpp,1.0,1.0,,1.0,1.0,
151__SF,151,SF,mbpp,1.0,1.0,,1.0,1.0,
152__SF,152,SF,mbpp,1.0,1.0,,1.0,1.0,
153__SF,153,SF,mbpp,0.0,1.0,,0.0,1.0,
154__SF,154,SF,mbpp,1.0,1.0,,1.0,1.0,
155__SF,155,SF,mbpp,1.0,1.0,,1.0,1.0,
156__SF,156,SF,mbpp,1.0,1.0,,1.0,1.0,
157__SF,157,SF,mbpp,1.0,1.0,,1.0,1.0,
158__SF,158,SF,mbpp,1.0,1.0,,1.0,1.0,
159__SF,159,SF,mbpp,1.0,1.0,,1.0,1.0,
160__SF,160,SF,mbpp,1.0,1.0,,1.0,1.0,
161__SF,161,SF,mbpp,1.0,1.0,,1.0,1.0,
162__SF,162,SF,mbpp,1.0,1.0,,1.0,1.0,
163__SF,163,SF,mbpp,1.0,1.0,,1.0,1.0,
164__SF,164,SF,mbpp,1.0,1.0,,1.0,1.0,
165__SF,165,SF,mbpp,0.0,1.0,,0.0,1.0,
166__SF,166,SF,mbpp,1.0,1.0,,1.0,1.0,
167__SF,167,SF,mbpp,1.0,1.0,,1.0,1.0,
168__SF,168,SF,mbpp,1.0,1.0,,1.0,1.0,
169__SF,169,SF,mbpp,1.0,1.0,,1.0,1.0,
170__SF,170,SF,mbpp,1.0,1.0,,1.0,1.0,
171__SF,171,SF,mbpp,1.0,1.0,,1.0,1.0,
172__SF,172,SF,mbpp,0.0,1.0,,0.0,1.0,
173__SF,173,SF,mbpp,1.0,1.0,,1.0,1.0,
174__SF,174,SF,mbpp,1.0,1.0,,1.0,1.0,
175__SF,175,SF,mbpp,1.0,1.0,,1.0,1.0,
176__SF,176,SF,mbpp,1.0,1.0,,1.0,1.0,
177__SF,177,SF,mbpp,1.0,1.0,,1.0,1.0,
178__SF,178,SF,mbpp,1.0,1.0,,0.0,1.0,
179__SF,179,SF,mbpp,1.0,1.0,,1.0,1.0,
180__SF,180,SF,mbpp,1.0,1.0,,1.0,1.0,
181__SF,181,SF,mbpp,1.0,1.0,,1.0,1.0,
182__SF,182,SF,mbpp,1.0,1.0,,1.0,1.0,
183__SF,183,SF,mbpp,1.0,1.0,,1.0,1.0,
184__SF,184,SF,mbpp,1.0,1.0,,1.0,1.0,
185__SF,185,SF,mbpp,1.0,1.0,,1.0,1.0,
186__SF,186,SF,mbpp,1.0,1.0,,0.0,1.0,
187__SF,187,SF,mbpp,1.0,1.0,,1.0,1.0,
188__SF,188,SF,mbpp,1.0,1.0,,1.0,1.0,
189__SF,189,SF,mbpp,1.0,1.0,,1.0,1.0,
190__SF,190,SF,mbpp,1.0,1.0,,1.0,1.0,
191__SF,191,SF,mbpp,1.0,1.0,,1.0,1.0,
192__SF,192,SF,mbpp,1.0,1.0,,1.0,1.0,
193__SF,193,SF,mbpp,1.0,1.0,,1.0,1.0,
194__SF,194,SF,mbpp,1.0,1.0,,1.0,1.0,
195__SF,195,SF,mbpp,1.0,1.0,,1.0,1.0,
196__SF,196,SF,mbpp,1.0,1.0,,0.0,1.0,
197__SF,197,SF,mbpp,1.0,1.0,,1.0,1.0,
198__SF,198,SF,mbpp,1.0,1.0,,0.0,1.0,
199__SF,199,SF,mbpp,1.0,1.0,,1.0,1.0,
200__SF,200,SF,mbpp,0.0,1.0,,0.0,1.0,
201__SF,201,SF,mbpp,1.0,1.0,,1.0,1.0,
202__SF,202,SF,mbpp,1.0,1.0,,1.0,1.0,
203__SF,203,SF,mbpp,1.0,1.0,,1.0,1.0,
204__SF,204,SF,mbpp,1.0,1.0,,1.0,1.0,
205__SF,205,SF,mbpp,1.0,1.0,,1.0,1.0,
206__SF,206,SF,mbpp,1.0,1.0,,1.0,1.0,
207__SF,207,SF,mbpp,1.0,1.0,,1.0,1.0,
208__SF,208,SF,mbpp,1.0,1.0,,1.0,1.0,
209__SF,209,SF,mbpp,1.0,0.0,,1.0,1.0,
210__SF,210,SF,mbpp,1.0,1.0,,0.0,1.0,
211__SF,211,SF,mbpp,1.0,1.0,,1.0,1.0,
212__SF,212,SF,mbpp,1.0,1.0,,1.0,1.0,
213__SF,213,SF,mbpp,1.0,1.0,,1.0,1.0,
214__SF,214,SF,mbpp,1.0,1.0,,1.0,1.0,
215__SF,215,SF,mbpp,1.0,1.0,,1.0,1.0,
216__SF,216,SF,mbpp,1.0,1.0,,1.0,1.0,
217__SF,217,SF,mbpp,1.0,1.0,,1.0,1.0,
218__SF,218,SF,mbpp,1.0,1.0,,1.0,1.0,
219__SF,219,SF,mbpp,1.0,1.0,,1.0,1.0,
220__SF,220,SF,mbpp,1.0,1.0,,1.0,1.0,
221__SF,221,SF,mbpp,1.0,1.0,,1.0,1.0,
222__SF,222,SF,mbpp,1.0,1.0,,1.0,1.0,
223__SF,223,SF,mbpp,1.0,1.0,,1.0,1.0,
224__SF,224,SF,mbpp,1.0,1.0,,1.0,1.0,
225__SF,225,SF,mbpp,1.0,1.0,,1.0,1.0,
226__SF,226,SF,mbpp,1.0,1.0,,1.0,1.0,
227__SF,227,SF,mbpp,1.0,1.0,,1.0,1.0,
228__SF,228,SF,mbpp,1.0,1.0,,1.0,1.0,
229__SF,229,SF,mbpp,1.0,1.0,,1.0,1.0,
230__SF,230,SF,mbpp,1.0,1.0,,1.0,1.0,
231__SF,231,SF,mbpp,1.0,1.0,,1.0,1.0,
232__SF,232,SF,mbpp,1.0,1.0,,0.0,1.0,
233__SF,233,SF,mbpp,1.0,1.0,,1.0,1.0,
234__SF,234,SF,mbpp,1.0,1.0,,1.0,1.0,
235__SF,235,SF,mbpp,1.0,1.0,,1.0,1.0,
236__SF,236,SF,mbpp,1.0,1.0,,1.0,1.0,
237__SF,237,SF,mbpp,1.0,1.0,,1.0,1.0,
238__SF,238,SF,mbpp,1.0,1.0,,1.0,1.0,
239__SF,239,SF,mbpp,0.0,1.0,,1.0,1.0,
240__SF,240,SF,mbpp,1.0,1.0,,1.0,1.0,
241__SF,241,SF,mbpp,1.0,1.0,,1.0,1.0,
242__SF,242,SF,mbpp,1.0,1.0,,1.0,1.0,
243__SF,243,SF,mbpp,1.0,1.0,,1.0,1.0,
244__SF,244,SF,mbpp,1.0,1.0,,1.0,1.0,
245__SF,245,SF,mbpp,1.0,1.0,,0.0,1.0,
246__SF,246,SF,mbpp,1.0,1.0,,1.0,1.0,
247__SF,247,SF,mbpp,1.0,1.0,,1.0,1.0,
248__SF,248,SF,mbpp,1.0,1.0,,1.0,1.0,
249__SF,249,SF,mbpp,1.0,1.0,,1.0,1.0,
250__SF,250,SF,mbpp,1.0,1.0,,1.0,1.0,
251__SF,251,SF,mbpp,1.0,1.0,,1.0,1.0,
252__SF,252,SF,mbpp,1.0,1.0,,1.0,1.0,
253__SF,253,SF,mbpp,1.0,1.0,,1.0,1.0,
254__SF,254,SF,mbpp,1.0,1.0,,1.0,1.0,
255__SF,255,SF,mbpp,1.0,1.0,,1.0,1.0,
256__SF,256,SF,mbpp,1.0,1.0,,1.0,1.0,
257__SF,257,SF,mbpp,1.0,1.0,,1.0,1.0,
258__SF,258,SF,mbpp,1.0,1.0,,1.0,1.0,
259__SF,259,SF,mbpp,1.0,1.0,,1.0,1.0,
260__SF,260,SF,mbpp,1.0,1.0,,1.0,1.0,
261__SF,261,SF,mbpp,1.0,1.0,,1.0,1.0,
262__SF,262,SF,mbpp,1.0,1.0,,1.0,1.0,
263__SF,263,SF,mbpp,1.0,1.0,,1.0,1.0,
264__SF,264,SF,mbpp,1.0,1.0,,1.0,1.0,
265__SF,265,SF,mbpp,1.0,1.0,,1.0,1.0,
266__SF,266,SF,mbpp,1.0,1.0,,1.0,1.0,
267__SF,267,SF,mbpp,1.0,1.0,,1.0,1.0,
268__SF,268,SF,mbpp,1.0,1.0,,1.0,1.0,
269__SF,269,SF,mbpp,1.0,1.0,,1.0,1.0,
270__SF,270,SF,mbpp,1.0,1.0,,1.0,1.0,
271__SF,271,SF,mbpp,1.0,1.0,,1.0,1.0,
272__SF,272,SF,mbpp,0.0,1.0,,0.0,1.0,
273__SF,273,SF,mbpp,1.0,1.0,,1.0,1.0,
274__SF,274,SF,mbpp,0.0,1.0,,0.0,1.0,
275__SF,275,SF,mbpp,1.0,1.0,,1.0,1.0,
